rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_genre,artist_popularity,album_cover_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature,week
90,spotify:track:4KW1lqgSr8TKrvBII0Brf8,Kanye West,Father Stretch My Hands Pt. 1,Rock The World/IDJ/Kanye LP7,72,82,88,2915236,"chicago rap,hip hop,rap",88,https://i.scdn.co/image/ab67616d0000b2732a7db835b912dc5014bd37f4,0.724,0.573,7,-4.113,1,0.0549,0.118,0,0.538,0.438,113.088,audio_features,4KW1lqgSr8TKrvBII0Brf8,https://api.spotify.com/v1/tracks/4KW1lqgSr8TKrvBII0Brf8,https://api.spotify.com/v1/audio-analysis/4KW1lqgSr8TKrvBII0Brf8,135920,4,Nov2
91,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,"Big Machine Records, LLC",24,28,35,2914470,pop,100,https://i.scdn.co/image/ab67616d0000b27352b2a3824413eefe9e33817a,0.588,0.791,7,-5.595,1,0.0402,0.00245,0.00258,0.118,0.487,94.933,audio_features,0ug5NqcwcFR2xrfTkc7k8e,https://api.spotify.com/v1/tracks/0ug5NqcwcFR2xrfTkc7k8e,https://api.spotify.com/v1/audio-analysis/0ug5NqcwcFR2xrfTkc7k8e,231000,4,Nov2
92,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,5,44,49,2900499,pop,100,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,0.642,0.62,8,-7.091,1,0.0666,0.0734,0,0.483,0.0969,90.02,audio_features,7KokYm8cMIXCsGVmUvKtqf,https://api.spotify.com/v1/tracks/7KokYm8cMIXCsGVmUvKtqf,https://api.spotify.com/v1/audio-analysis/7KokYm8cMIXCsGVmUvKtqf,204852,4,Nov2
93,spotify:track:2ItNKt19iqefEe590Z9GeE,The Living Tombstone,Five Nights at Freddy's,Ghost Pixel Records,93,-1,1,2892069,"otacore,pixel,pov: indie",71,https://i.scdn.co/image/ab67616d0000b2733f753699bc7ef8a7945d8bb0,0.491,0.771,9,-5.037,1,0.041,0.00149,0.000262,0.232,0.242,103.005,audio_features,2ItNKt19iqefEe590Z9GeE,https://api.spotify.com/v1/tracks/2ItNKt19iqefEe590Z9GeE,https://api.spotify.com/v1/audio-analysis/2ItNKt19iqefEe590Z9GeE,165832,4,Nov2
94,spotify:track:0JXXNGljqupsJaZsgSbMZV,Miguel,Sure Thing,Jive,10,67,56,2889316,"r&b,urban contemporary",76,https://i.scdn.co/image/ab67616d0000b273d5a8395b0d80b8c48a5d851c,0.684,0.607,11,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001,audio_features,0JXXNGljqupsJaZsgSbMZV,https://api.spotify.com/v1/tracks/0JXXNGljqupsJaZsgSbMZV,https://api.spotify.com/v1/audio-analysis/0JXXNGljqupsJaZsgSbMZV,195373,4,Nov2
95,spotify:track:1odExI7RdWc4BT515LTAwj,David Kushner,Daylight,"Miserable Music Group, LLC",11,69,29,2879940,gen z singer-songwriter,75,https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae,0.508,0.43,2,-9.475,0,0.0335,0.83,0.000441,0.093,0.324,130.09,audio_features,1odExI7RdWc4BT515LTAwj,https://api.spotify.com/v1/tracks/1odExI7RdWc4BT515LTAwj,https://api.spotify.com/v1/audio-analysis/1odExI7RdWc4BT515LTAwj,212954,4,Nov2
96,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,Republic Records,1,-1,180,2828271,"canadian contemporary r&b,canadian pop,pop",92,https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,audio_features,0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/tracks/0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/audio-analysis/0VjIjW4GlUZAMYd2vXMi3b,200040,4,Nov2
97,spotify:track:1i9lZvlaDdWDPyXEE95aiq,"Travis Scott, SZA, Future",TELEKINESIS (feat. SZA & Future),Cactus Jack/Epic,13,61,14,2824010,"hip hop,rap,slap house",90,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44,0.458,0.535,5,-4.854,0,0.0281,0.575,0,0.168,0.216,82.826,audio_features,1i9lZvlaDdWDPyXEE95aiq,https://api.spotify.com/v1/tracks/1i9lZvlaDdWDPyXEE95aiq,https://api.spotify.com/v1/audio-analysis/1i9lZvlaDdWDPyXEE95aiq,353755,4,Nov2
98,spotify:track:38R5sydMbsBzSPGPMfmtpb,"Lil Mabu, chriseanrock",MR. TAKE YA B*TCH (FEAT. CHRISEANROCK),Lil Mabu,98,-1,1,2821019,meme,67,https://i.scdn.co/image/ab67616d0000b2730d929d5521cf0455f3c40fed,0.707,0.444,1,-11.232,1,0.258,0.00152,0,0.125,0.322,164.117,audio_features,38R5sydMbsBzSPGPMfmtpb,https://api.spotify.com/v1/tracks/38R5sydMbsBzSPGPMfmtpb,https://api.spotify.com/v1/audio-analysis/38R5sydMbsBzSPGPMfmtpb,108750,4,Nov2
99,spotify:track:7ABLbnD53cQK00mhcaOUVG,Myke Towers,LALA,WEA Latina,30,70,17,2793877,"reggaeton,trap latino,urbano latino",84,https://i.scdn.co/image/ab67616d0000b2730656d5ce813ca3cc4b677e05,0.708,0.737,1,-4.045,1,0.0436,0.0739,0.00162,0.0955,0.607,91.986,audio_features,7ABLbnD53cQK00mhcaOUVG,https://api.spotify.com/v1/tracks/7ABLbnD53cQK00mhcaOUVG,https://api.spotify.com/v1/audio-analysis/7ABLbnD53cQK00mhcaOUVG,197920,4,Nov2
100,spotify:track:3m0y8qLoznUYi73SUBP8GI,Ray Parker Jr.,Ghostbusters,RCA Records Label,100,-1,1,2787920,,62,https://i.scdn.co/image/ab67616d0000b273aed4808eac27b70ba532f0e4,0.788,0.846,4,-5.017,1,0.0372,0.0103,0.000281,0.26,0.738,115.636,audio_features,3m0y8qLoznUYi73SUBP8GI,https://api.spotify.com/v1/tracks/3m0y8qLoznUYi73SUBP8GI,https://api.spotify.com/v1/audio-analysis/3m0y8qLoznUYi73SUBP8GI,245253,4,Nov2
101,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,1,64,49,2777704,pop,100,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647,0.359,0.543,7,-7.582,1,0.0919,0.492,1.58E-05,0.118,0.453,68.534,audio_features,1dGr1c8CrMLDpV6mPbImSI,https://api.spotify.com/v1/tracks/1dGr1c8CrMLDpV6mPbImSI,https://api.spotify.com/v1/audio-analysis/1dGr1c8CrMLDpV6mPbImSI,221307,4,Nov2
102,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,6,65,50,2774536,pop,100,https://i.scdn.co/image/ab67616d0000b27395f754318336a07e85ec59bc,0.532,0.623,5,-9.208,1,0.0331,0.538,7.28E-05,0.0925,0.403,89.937,audio_features,3hUxzQpSfdDqwM3ZTFQY0K,https://api.spotify.com/v1/tracks/3hUxzQpSfdDqwM3ZTFQY0K,https://api.spotify.com/v1/audio-analysis/3hUxzQpSfdDqwM3ZTFQY0K,261923,4,Nov2
103,spotify:track:2gyxAWHebV7xPYVxqoi86f,Olivia Rodrigo,get him back!,Olivia Rodrigo PS,4,58,8,2761418,pop,87,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d,0.546,0.846,5,-5.719,1,0.181,0.0135,0,0.607,0.74,162.043,audio_features,2gyxAWHebV7xPYVxqoi86f,https://api.spotify.com/v1/tracks/2gyxAWHebV7xPYVxqoi86f,https://api.spotify.com/v1/audio-analysis/2gyxAWHebV7xPYVxqoi86f,211141,4,Nov2
104,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,1,87,83,2745707,pop,83,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,audio_features,4Dvkj6JhhA12EX05fT7y2e,https://api.spotify.com/v1/tracks/4Dvkj6JhhA12EX05fT7y2e,https://api.spotify.com/v1/audio-analysis/4Dvkj6JhhA12EX05fT7y2e,167303,4,Nov2
105,spotify:track:5fEB6ZmVkg63GZg9qO86jh,PARTYNEXTDOOR,Break from Toronto,OVO Sound,79,86,35,2744764,"r&b,rap,urban contemporary",76,https://i.scdn.co/image/ab67616d0000b273090b1f9557a6d23c0817bd88,0.595,0.678,9,-5.18,1,0.0335,0.0199,0.00389,0.418,0.259,117.067,audio_features,5fEB6ZmVkg63GZg9qO86jh,https://api.spotify.com/v1/tracks/5fEB6ZmVkg63GZg9qO86jh,https://api.spotify.com/v1/audio-analysis/5fEB6ZmVkg63GZg9qO86jh,99213,4,Nov2
106,spotify:track:741UUVE2kuITl0c6zuqqbO,"Nicki Minaj, Ice Spice, Aqua",Barbie World (with Aqua) [From Barbie The Album],Atlantic Records,2,88,19,2718165,"hip pop,pop,queens hip hop,rap",84,https://i.scdn.co/image/ab67616d0000b2737e8f938c02fac3b564931116,0.77,0.58,0,-8.393,1,0.247,0.519,0.000127,0.233,0.753,144.072,audio_features,741UUVE2kuITl0c6zuqqbO,https://api.spotify.com/v1/tracks/741UUVE2kuITl0c6zuqqbO,https://api.spotify.com/v1/audio-analysis/741UUVE2kuITl0c6zuqqbO,109750,4,Nov2
107,spotify:track:3hRV0jL3vUpRrcy398teAU,Lord Huron,The Night We Met,IAMSOUND,48,96,80,2688596,"indie folk,stomp and holler",72,https://i.scdn.co/image/ab67616d0000b27317875a0610c23d8946454583,0.544,0.369,2,-9.514,1,0.038,0.969,0.279,0.639,0.102,87.01,audio_features,3hRV0jL3vUpRrcy398teAU,https://api.spotify.com/v1/tracks/3hRV0jL3vUpRrcy398teAU,https://api.spotify.com/v1/audio-analysis/3hRV0jL3vUpRrcy398teAU,208212,3,Nov2
108,spotify:track:0O3U5iwTbiXCREMkvotJuN,"Grupo Frontera, Grupo Firme",EL AMOR DE SU VIDA,Grupo Frontera,108,-1,6,2688370,musica chihuahuense,83,https://i.scdn.co/image/ab67616d0000b27382ce4c7bbf861185252e82ae,0.616,0.834,9,-3.069,1,0.0664,0.06,0,0.338,0.746,151.701,audio_features,0O3U5iwTbiXCREMkvotJuN,https://api.spotify.com/v1/tracks/0O3U5iwTbiXCREMkvotJuN,https://api.spotify.com/v1/audio-analysis/0O3U5iwTbiXCREMkvotJuN,165848,4,Nov2
109,spotify:track:5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,I Wanna Be Yours,Domino Recording Co,62,94,60,2680208,"garage rock,modern rock,permanent wave,rock,sheffield indie",84,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,audio_features,5XeFesFbtLpXzIVDNQP22n,https://api.spotify.com/v1/tracks/5XeFesFbtLpXzIVDNQP22n,https://api.spotify.com/v1/audio-analysis/5XeFesFbtLpXzIVDNQP22n,183956,4,Nov2
110,spotify:track:1fvC3CmNAbsx0V9ULMU8NB,"Zach Bryan, Noah Kahan",Sarah's Place (feat. Noah Kahan),Warner Records,4,92,6,2679322,"classic oklahoma country,modern country pop",86,https://i.scdn.co/image/ab67616d0000b2730b3ac7a6645b0fa75df2d9d8,0.576,0.683,7,-5.103,1,0.118,0.41,0,0.0819,0.433,151.566,audio_features,1fvC3CmNAbsx0V9ULMU8NB,https://api.spotify.com/v1/tracks/1fvC3CmNAbsx0V9ULMU8NB,https://api.spotify.com/v1/audio-analysis/1fvC3CmNAbsx0V9ULMU8NB,214056,4,Nov2
111,spotify:track:4bw8mcDUSRWfQo63ZTYRnU,"Maluma, Carin Leon",Según Quién,Sony Music Latin,72,72,6,2668127,"latin pop,reggaeton,reggaeton colombiano,trap latino,urbano latino",83,https://i.scdn.co/image/ab67616d0000b273d688b951a19f48941682e026,0.909,0.762,9,-3.974,1,0.0643,0.434,0,0.0856,0.843,101.987,audio_features,4bw8mcDUSRWfQo63ZTYRnU,https://api.spotify.com/v1/tracks/4bw8mcDUSRWfQo63ZTYRnU,https://api.spotify.com/v1/audio-analysis/4bw8mcDUSRWfQo63ZTYRnU,142335,3,Nov2
112,spotify:track:2XHzzp1j4IfTNp1FTn7YFg,"Lil Wayne, Drake, Future",Love Me,CM/Republic,105,105,22,2659714,"hip hop,new orleans rap,pop rap,rap,trap",83,https://i.scdn.co/image/ab67616d0000b27380c64a084164867806ea617a,0.669,0.634,11,-6.476,1,0.0327,0.0125,0,0.0946,0.496,124.906,audio_features,2XHzzp1j4IfTNp1FTn7YFg,https://api.spotify.com/v1/tracks/2XHzzp1j4IfTNp1FTn7YFg,https://api.spotify.com/v1/audio-analysis/2XHzzp1j4IfTNp1FTn7YFg,255053,4,Nov2
113,spotify:track:5UWwZ5lm5PKu6eKsHAGxOk,Foo Fighters,Everlong,RCA Records Label,60,97,65,2656192,"alternative metal,alternative rock,modern rock,permanent wave,post-grunge,rock",75,https://i.scdn.co/image/ab67616d0000b2730389027010b78a5e7dce426b,0.413,0.881,11,-5.541,0,0.0367,5.99E-05,0.000308,0.0805,0.364,158.066,audio_features,5UWwZ5lm5PKu6eKsHAGxOk,https://api.spotify.com/v1/tracks/5UWwZ5lm5PKu6eKsHAGxOk,https://api.spotify.com/v1/audio-analysis/5UWwZ5lm5PKu6eKsHAGxOk,250547,4,Nov2
114,spotify:track:78Du4CMFgnhdlG33gblkiP,Oliver Anthony Music,Rich Men North of Richmond,Oliver Anthony Music/ radiowv,2,79,12,2649351,modern country pop,68,https://i.scdn.co/image/ab67616d0000b273f842f028c8716c62bbd7c57a,0.678,0.264,10,-12.384,1,0.0622,0.753,0,0.302,0.528,121.722,audio_features,78Du4CMFgnhdlG33gblkiP,https://api.spotify.com/v1/tracks/78Du4CMFgnhdlG33gblkiP,https://api.spotify.com/v1/audio-analysis/78Du4CMFgnhdlG33gblkiP,187244,4,Nov2
115,spotify:track:42VsgItocQwOQC3XWZ8JNA,"Travis Scott, Playboi Carti",FE!N (feat. Playboi Carti),Cactus Jack/Epic,2,78,14,2642879,"hip hop,rap,slap house",90,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44,0.569,0.882,3,-2.777,0,0.06,0.0316,0,0.142,0.201,148.038,audio_features,42VsgItocQwOQC3XWZ8JNA,https://api.spotify.com/v1/tracks/42VsgItocQwOQC3XWZ8JNA,https://api.spotify.com/v1/audio-analysis/42VsgItocQwOQC3XWZ8JNA,191701,4,Nov2
116,spotify:track:7rbECVPkY5UODxoOUVKZnA,Kanye West,I Wonder,Roc-A-Fella,57,140,32,2641819,"chicago rap,hip hop,rap",88,https://i.scdn.co/image/ab67616d0000b27326f7f19c7f0381e56156c94a,0.542,0.466,0,-8.665,1,0.0831,0.141,0.000445,0.125,0.124,191.385,audio_features,7rbECVPkY5UODxoOUVKZnA,https://api.spotify.com/v1/tracks/7rbECVPkY5UODxoOUVKZnA,https://api.spotify.com/v1/audio-analysis/7rbECVPkY5UODxoOUVKZnA,243440,4,Nov2
117,spotify:track:0bILU0UiNDmA5Ff6whhb2R,Bailey Zimmerman,Religiously,Warner Music Nashville/Elektra,23,59,22,2638377,"contemporary country,modern country pop",72,https://i.scdn.co/image/ab67616d0000b2730c5d03daf39f254bb546cf3a,0.57,0.67,1,-6.519,1,0.0274,0.426,0,0.108,0.593,140.924,audio_features,0bILU0UiNDmA5Ff6whhb2R,https://api.spotify.com/v1/tracks/0bILU0UiNDmA5Ff6whhb2R,https://api.spotify.com/v1/audio-analysis/0bILU0UiNDmA5Ff6whhb2R,178723,4,Nov2
118,spotify:track:2yzshFeBIwH8tWIqHEFLeD,"Grupo Frontera, Bad Bunny",un x100to,Grupo Frontera,2,80,29,2637327,musica chihuahuense,83,https://i.scdn.co/image/ab67616d0000b27382ce4c7bbf861185252e82ae,0.571,0.72,9,-4.089,1,0.0458,0.213,0,0.271,0.542,83.827,audio_features,2yzshFeBIwH8tWIqHEFLeD,https://api.spotify.com/v1/tracks/2yzshFeBIwH8tWIqHEFLeD,https://api.spotify.com/v1/audio-analysis/2yzshFeBIwH8tWIqHEFLeD,194563,4,Nov2
119,spotify:track:0RiRZpuVRbi7oqRdSMwhQY,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,Republic Records,1,99,259,2636626,"dfw rap,melodic rap,pop,rap",86,https://i.scdn.co/image/ab67616d0000b2739478c87599550dd73bfa7e02,0.755,0.522,2,-4.368,1,0.0575,0.533,0,0.0685,0.925,89.96,audio_features,0RiRZpuVRbi7oqRdSMwhQY,https://api.spotify.com/v1/tracks/0RiRZpuVRbi7oqRdSMwhQY,https://api.spotify.com/v1/audio-analysis/0RiRZpuVRbi7oqRdSMwhQY,157560,4,Nov2
120,spotify:track:6CvTEtGagmzQvkUzzyKR9k,"Fuerza Regida, Marshmello",HARLEY QUINN,Rancho Humilde/Street Mob Records,120,-1,1,2603330,"corrido,corridos tumbados,sad sierreno,sierreno",85,https://i.scdn.co/image/ab67616d0000b273ad57982065339f7dc2058efe,0.815,0.741,1,-6.04,1,0.0569,0.0277,0.0183,0.219,0.591,125.031,audio_features,6CvTEtGagmzQvkUzzyKR9k,https://api.spotify.com/v1/tracks/6CvTEtGagmzQvkUzzyKR9k,https://api.spotify.com/v1/audio-analysis/6CvTEtGagmzQvkUzzyKR9k,143327,4,Nov2
121,spotify:track:58ge6dfP91o9oXMzq3XkIS,Arctic Monkeys,505,Domino/Warner Records,18,106,146,2589004,"garage rock,modern rock,permanent wave,rock,sheffield indie",84,https://i.scdn.co/image/ab67616d0000b2730c8ac83035e9588e8ad34b90,0.52,0.852,0,-5.866,1,0.0543,0.00237,5.79E-05,0.0733,0.234,140.267,audio_features,58ge6dfP91o9oXMzq3XkIS,https://api.spotify.com/v1/tracks/58ge6dfP91o9oXMzq3XkIS,https://api.spotify.com/v1/audio-analysis/58ge6dfP91o9oXMzq3XkIS,253587,4,Nov2
122,spotify:track:4S4QJfBGGrC8jRIjJHf1Ka,PinkPantheress,Pain,Parlophone UK,48,100,27,2578418,bedroom pop,74,https://i.scdn.co/image/ab67616d0000b27312c2eefb1d28509c632d915d,0.829,0.617,1,-8.497,1,0.14,0.227,0.00306,0.0618,0.81,125.605,audio_features,4S4QJfBGGrC8jRIjJHf1Ka,https://api.spotify.com/v1/tracks/4S4QJfBGGrC8jRIjJHf1Ka,https://api.spotify.com/v1/audio-analysis/4S4QJfBGGrC8jRIjJHf1Ka,98544,4,Nov2
123,spotify:track:5JYPXqMwYc0zTODQdjMEZN,Ice Spice,Deli,10K Projects/Capitol Records,28,120,15,2574032,bronx drill,76,https://i.scdn.co/image/ab67616d0000b2733a696fc544995ab8d0d6765f,0.789,0.763,1,-6.169,1,0.199,0.123,2.22E-05,0.132,0.272,140.107,audio_features,5JYPXqMwYc0zTODQdjMEZN,https://api.spotify.com/v1/tracks/5JYPXqMwYc0zTODQdjMEZN,https://api.spotify.com/v1/audio-analysis/5JYPXqMwYc0zTODQdjMEZN,126857,4,Nov2
124,spotify:track:0vjeOZ3Ft5jvAi9SBFJm1j,"Metro Boomin, Future, Chris Brown",Superhero (Heroes & Villains) [with Future & Chris Brown],Republic Records,2,102,48,2567208,rap,85,https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2,0.526,0.606,5,-5.3,0,0.259,0.152,2.36E-06,0.194,0.492,116.622,audio_features,0vjeOZ3Ft5jvAi9SBFJm1j,https://api.spotify.com/v1/tracks/0vjeOZ3Ft5jvAi9SBFJm1j,https://api.spotify.com/v1/audio-analysis/0vjeOZ3Ft5jvAi9SBFJm1j,182667,4,Nov2
125,spotify:track:3IznIgmXtrUaoPWpQTy5jB,TV Girl,Not Allowed,TV Girl,107,107,25,2565334,pov: indie,77,https://i.scdn.co/image/ab67616d0000b27332f5fec7a879ed6ef28f0dfd,0.67,0.905,1,-6.855,1,0.129,0.669,0.000227,0.349,0.563,104.965,audio_features,3IznIgmXtrUaoPWpQTy5jB,https://api.spotify.com/v1/tracks/3IznIgmXtrUaoPWpQTy5jB,https://api.spotify.com/v1/audio-analysis/3IznIgmXtrUaoPWpQTy5jB,167864,4,Nov2
126,spotify:track:6dgUya35uo964z7GZXM07g,Sabrina Carpenter,Nonsense,Island Records,15,116,43,2562275,pop,76,https://i.scdn.co/image/ab67616d0000b273700f7bf79c9f063ad0362bdf,0.74,0.697,8,-4.912,1,0.034,0.0268,0,0.224,0.732,138.992,audio_features,6dgUya35uo964z7GZXM07g,https://api.spotify.com/v1/tracks/6dgUya35uo964z7GZXM07g,https://api.spotify.com/v1/audio-analysis/6dgUya35uo964z7GZXM07g,163648,4,Nov2
127,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,"Big Machine Records, LLC",34,38,36,2555930,pop,100,https://i.scdn.co/image/ab67616d0000b27352b2a3824413eefe9e33817a,0.76,0.703,5,-5.412,1,0.054,0.103,0,0.0913,0.57,95.997,audio_features,1u8c2t2Cy7UBoG4ArRcF5g,https://api.spotify.com/v1/tracks/1u8c2t2Cy7UBoG4ArRcF5g,https://api.spotify.com/v1/audio-analysis/1u8c2t2Cy7UBoG4ArRcF5g,231827,4,Nov2
128,spotify:track:7sO5G9EABYOXQKNPNiE9NR,"Offset, Metro Boomin",Ric Flair Drip (with Metro Boomin),"Slaughter Gang, LLC/Epic/Quality Control Music/Motown/Capitol/Boominati Worldwide/Republic",4,123,197,2553895,"atl hip hop,hip hop,pop rap,rap,trap",79,https://i.scdn.co/image/ab67616d0000b2730db43130a9aaa7bae56967ed,0.88,0.428,9,-8.28,1,0.206,0.149,5.05E-05,0.114,0.333,100.007,audio_features,7sO5G9EABYOXQKNPNiE9NR,https://api.spotify.com/v1/tracks/7sO5G9EABYOXQKNPNiE9NR,https://api.spotify.com/v1/audio-analysis/7sO5G9EABYOXQKNPNiE9NR,172800,4,Nov2
129,spotify:track:70LcF31zb1H0PyJoS1Sx1r,Radiohead,Creep,XL Recordings,129,153,12,2540250,"alternative rock,art rock,melancholia,oxford indie,permanent wave,rock",78,https://i.scdn.co/image/ab67616d0000b273df55e326ed144ab4f5cecf95,0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844,audio_features,70LcF31zb1H0PyJoS1Sx1r,https://api.spotify.com/v1/tracks/70LcF31zb1H0PyJoS1Sx1r,https://api.spotify.com/v1/audio-analysis/70LcF31zb1H0PyJoS1Sx1r,238640,4,Nov2
130,spotify:track:1SjsVdSXpwm1kTdYEHoPIT,Zach Bryan,Sun to Me,Warner Records,51,90,33,2537577,"classic oklahoma country,modern country pop",86,https://i.scdn.co/image/ab67616d0000b273ba30859a1ca79c5a372d177a,0.505,0.27,9,-9.165,0,0.0333,0.593,0,0.133,0.557,98.721,audio_features,1SjsVdSXpwm1kTdYEHoPIT,https://api.spotify.com/v1/tracks/1SjsVdSXpwm1kTdYEHoPIT,https://api.spotify.com/v1/audio-analysis/1SjsVdSXpwm1kTdYEHoPIT,163032,4,Nov2
131,spotify:track:5gDWsRxpJ2lZAffh5p7K0w,"The Weeknd, Lana Del Rey",Stargirl Interlude,Universal Republic Records,56,109,70,2530156,"canadian contemporary r&b,canadian pop,pop",92,https://i.scdn.co/image/ab67616d0000b273a048415db06a5b6fa7ec4e1a,0.715,0.47,5,-12.638,0,0.0772,0.353,0.0923,0.104,0.426,89.965,audio_features,5gDWsRxpJ2lZAffh5p7K0w,https://api.spotify.com/v1/tracks/5gDWsRxpJ2lZAffh5p7K0w,https://api.spotify.com/v1/audio-analysis/5gDWsRxpJ2lZAffh5p7K0w,111627,4,Nov2
132,spotify:track:3QFInJAm9eyaho5vBzxInN,"Baby Keem, Kendrick Lamar",family ties (with Kendrick Lamar),Columbia,8,115,114,2509364,"hip hop,rap",75,https://i.scdn.co/image/ab67616d0000b2731bfa23b13d0504fb90c37b39,0.711,0.611,1,-5.453,1,0.33,0.00588,0,0.23,0.144,134.093,audio_features,3QFInJAm9eyaho5vBzxInN,https://api.spotify.com/v1/tracks/3QFInJAm9eyaho5vBzxInN,https://api.spotify.com/v1/audio-analysis/3QFInJAm9eyaho5vBzxInN,252262,4,Nov2
133,spotify:track:6pcywuOeGGWeOQzdUyti6k,"21 Savage, Metro Boomin",Glock In My Lap,"Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic",8,112,56,2497249,"atl hip hop,hip hop,rap",87,https://i.scdn.co/image/ab67616d0000b273aa57907bf0cb2ca0c8cc74bc,0.847,0.733,10,-6.439,0,0.16,0.00574,1.04E-05,0.151,0.202,130.029,audio_features,6pcywuOeGGWeOQzdUyti6k,https://api.spotify.com/v1/tracks/6pcywuOeGGWeOQzdUyti6k,https://api.spotify.com/v1/audio-analysis/6pcywuOeGGWeOQzdUyti6k,193591,4,Nov2
134,spotify:track:22VHOlVYBqytsrAqV8yXBK,"Noah Kahan, Post Malone",Dial Drunk (with Post Malone),Mercury Records/Republic Records,13,91,16,2457609,pov: indie,81,https://i.scdn.co/image/ab67616d0000b273f519f148d88bf65074b4a3a9,0.667,0.613,8,-7.147,1,0.0313,0.121,0,0.113,0.681,112.046,audio_features,22VHOlVYBqytsrAqV8yXBK,https://api.spotify.com/v1/tracks/22VHOlVYBqytsrAqV8yXBK,https://api.spotify.com/v1/audio-analysis/22VHOlVYBqytsrAqV8yXBK,213817,4,Nov2
135,spotify:track:4tqcoej1zPvwePZCzuAjJd,J. Cole,Wet Dreamz,Roc Nation Records LLC,69,114,107,2451352,"conscious hip hop,hip hop,north carolina hip hop,rap",84,https://i.scdn.co/image/ab67616d0000b273c6e0948bbb0681ff29cdbae8,0.495,0.722,6,-8.108,0,0.357,0.0697,0,0.113,0.539,175.627,audio_features,4tqcoej1zPvwePZCzuAjJd,https://api.spotify.com/v1/tracks/4tqcoej1zPvwePZCzuAjJd,https://api.spotify.com/v1/audio-analysis/4tqcoej1zPvwePZCzuAjJd,239267,4,Nov2
136,spotify:track:5ixdmTpCmH5diBA1j154wN,Bad Bunny,UN PREVIEW,Rimas Entertainment LLC,21,77,6,2438860,"reggaeton,trap latino,urbano latino",96,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec,0.795,0.815,1,-3.322,1,0.0821,0.0368,3.82E-05,0.227,0.334,94.991,audio_features,5ixdmTpCmH5diBA1j154wN,https://api.spotify.com/v1/tracks/5ixdmTpCmH5diBA1j154wN,https://api.spotify.com/v1/audio-analysis/5ixdmTpCmH5diBA1j154wN,165582,4,Nov2
137,spotify:track:6RcAHyC5sAUIbPTkhOQwd8,Junior H,Y LLORO,WEA Latina,101,101,4,2430674,"corrido,corridos tumbados,musica mexicana,sad sierreno,sierreno",87,https://i.scdn.co/image/ab67616d0000b273f3ba6742a35f111aaea1ca2f,0.728,0.589,7,-7.115,1,0.0376,0.424,7.78E-06,0.166,0.767,77.475,audio_features,6RcAHyC5sAUIbPTkhOQwd8,https://api.spotify.com/v1/tracks/6RcAHyC5sAUIbPTkhOQwd8,https://api.spotify.com/v1/audio-analysis/6RcAHyC5sAUIbPTkhOQwd8,179013,4,Nov2
